trip_id,pickup_datetime,dropoff_datetime,pickup_borough,dropoff_borough,passenger_count,trip_distance_miles,fare_amount,tip_amount,total_amount,payment_type,trip_year,trip_month
TRIP_000569,2023-07-27 18:30:56,2023-07-27 19:48:56,Bronx,Staten Island,3,0.99,9.95,2.23,12.68,No Charge,2023,7
TRIP_000570,2023-12-03 02:55:56,2023-12-03 03:44:56,Queens,Manhattan,4,15.15,43.93,6.76,51.19,Dispute,2023,12
TRIP_000571,2023-07-29 17:50:08,2023-07-29 17:59:08,Queens,Brooklyn,6,10.2,28.68,8.4,37.58,Credit Card,2023,7
TRIP_000572,2023-04-20 17:51:15,2023-04-20 18:30:15,Bronx,Bronx,3,19.81,53.69,12.52,66.71,Cash,2023,4
TRIP_000573,2023-11-03 15:37:10,2023-11-03 16:55:10,Staten Island,Staten Island,5,20.46,56.72,0.43,57.65,Cash,2023,11
TRIP_000574,2023-06-17 22:23:43,2023-06-17 23:53:43,Bronx,Manhattan,6,12.72,38.78,9.93,49.21,Dispute,2023,6
TRIP_000575,2023-05-30 22:05:28,2023-05-30 22:50:28,Staten Island,Manhattan,2,1.35,7.92,2.24,10.66,No Charge,2023,5
TRIP_000576,2023-02-01 18:02:10,2023-02-01 18:25:10,Staten Island,Staten Island,6,2.6,11.51,1.43,13.44,Dispute,2023,2
TRIP_000577,2023-04-10 13:27:06,2023-04-10 14:01:06,Manhattan,Queens,3,1.01,5.51,0.72,6.73,No Charge,2023,4
TRIP_000578,2023-12-30 16:09:31,2023-12-30 16:43:31,Brooklyn,Queens,2,14.53,43.68,1.69,45.87,No Charge,2023,12
TRIP_000579,2023-04-08 10:03:24,2023-04-08 10:09:24,Brooklyn,Staten Island,3,7.42,21.7,0.5,22.7,Dispute,2023,4
TRIP_000580,2023-01-25 21:59:19,2023-01-25 22:05:19,Staten Island,Brooklyn,2,4.95,18.74,0.47,19.71,No Charge,2023,1
TRIP_000581,2023-03-19 14:28:28,2023-03-19 15:13:28,Queens,Manhattan,1,3.44,13.61,2.1,16.21,Dispute,2023,3
TRIP_000582,2023-11-15 13:57:24,2023-11-15 14:22:24,Brooklyn,Staten Island,6,23.58,65.46,19.07,85.03,No Charge,2023,11
TRIP_000583,2023-09-27 15:54:49,2023-09-27 16:48:49,Manhattan,Bronx,5,21.4,57.14,13.67,71.31,No Charge,2023,9
TRIP_000584,2023-04-26 12:54:04,2023-04-26 13:41:04,Brooklyn,Queens,1,23.04,60.7,16.78,77.98,No Charge,2023,4
TRIP_000585,2023-01-31 18:02:15,2023-01-31 18:31:15,Queens,Brooklyn,2,13.08,36.47,9.02,45.99,No Charge,2023,1
TRIP_000586,2023-10-20 21:55:14,2023-10-20 23:12:14,Queens,Queens,5,22.81,59.68,16.69,76.87,No Charge,2023,10
TRIP_000587,2023-06-25 07:24:00,2023-06-25 07:46:00,Bronx,Staten Island,1,18.86,51.64,3.7,55.84,Credit Card,2023,6
TRIP_000588,2023-02-19 11:34:48,2023-02-19 12:40:48,Staten Island,Manhattan,1,19.48,55.72,7.11,63.33,Cash,2023,2
TRIP_000589,2023-01-22 01:08:02,2023-01-22 01:43:02,Brooklyn,Brooklyn,3,14.97,41.27,4.06,45.83,No Charge,2023,1
TRIP_000590,2023-06-24 13:45:33,2023-06-24 14:31:33,Staten Island,Brooklyn,2,8.51,28.53,0.86,29.89,Credit Card,2023,6
TRIP_000591,2023-07-30 05:32:10,2023-07-30 05:56:10,Queens,Queens,1,20.11,56.46,9.43,66.39,Cash,2023,7
TRIP_000592,2023-12-20 09:45:00,2023-12-20 10:51:00,Brooklyn,Brooklyn,6,5.21,17.21,1.3,19.01,No Charge,2023,12
TRIP_000593,2023-06-13 15:44:40,2023-06-13 16:26:40,Manhattan,Staten Island,3,1.3,5.87,0.93,7.3,Dispute,2023,6
TRIP_000594,2023-05-31 21:05:11,2023-05-31 21:09:11,Queens,Brooklyn,2,0.64,5.2,0.11,5.81,Dispute,2023,5
TRIP_000595,2023-09-10 10:17:06,2023-09-10 10:29:06,Brooklyn,Brooklyn,6,22.25,59.73,7.3,67.53,Dispute,2023,9
TRIP_000596,2023-09-04 20:49:10,2023-09-04 21:02:10,Brooklyn,Manhattan,2,23.73,65.69,19.37,85.56,Dispute,2023,9
TRIP_000597,2023-06-16 18:38:29,2023-06-16 18:48:29,Queens,Bronx,1,20.57,56.73,2.6,59.83,Cash,2023,6
TRIP_000598,2023-04-26 01:37:31,2023-04-26 02:29:31,Bronx,Queens,5,1.07,5.37,0.62,6.49,Credit Card,2023,4
TRIP_000599,2023-06-12 02:39:56,2023-06-12 03:42:56,Manhattan,Queens,3,14.16,38.28,10.9,49.68,Cash,2023,6
TRIP_000600,2023-07-12 01:50:22,2023-07-12 02:33:22,Bronx,Manhattan,5,2.98,10.77,2.19,13.46,Cash,2023,7
TRIP_000601,2023-01-28 07:22:50,2023-01-28 08:21:50,Queens,Queens,6,7.98,26.03,1.26,27.79,No Charge,2023,1
TRIP_000602,2023-12-27 03:45:34,2023-12-27 05:13:34,Queens,Manhattan,3,7.39,21.4,2.67,24.57,Dispute,2023,12
TRIP_000603,2023-09-07 06:50:16,2023-09-07 07:40:16,Bronx,Bronx,4,17.68,48.32,4.83,53.65,Cash,2023,9
TRIP_000604,2023-06-07 08:46:08,2023-06-07 09:07:08,Brooklyn,Brooklyn,6,18.64,49.21,8.0,57.71,Cash,2023,6
TRIP_000605,2023-11-26 17:20:59,2023-11-26 17:45:59,Manhattan,Manhattan,3,23.75,62.96,7.11,70.57,Credit Card,2023,11
TRIP_000606,2023-11-02 12:48:05,2023-11-02 12:51:05,Staten Island,Bronx,3,1.41,10.87,1.09,12.46,Credit Card,2023,11
TRIP_000607,2023-03-20 13:26:13,2023-03-20 14:21:13,Manhattan,Bronx,5,22.46,59.78,17.1,77.38,Credit Card,2023,3
TRIP_000608,2023-11-04 16:24:25,2023-11-04 16:55:25,Bronx,Staten Island,2,14.07,42.51,6.4,49.41,Cash,2023,11
TRIP_000609,2023-08-22 15:17:02,2023-08-22 16:10:02,Manhattan,Staten Island,2,14.94,42.6,12.51,55.61,Cash,2023,8
TRIP_000610,2023-03-27 02:33:45,2023-03-27 03:41:45,Staten Island,Queens,3,9.6,31.16,0.99,32.65,No Charge,2023,3
TRIP_000611,2023-11-14 10:06:45,2023-11-14 11:33:45,Manhattan,Manhattan,4,14.5,38.92,10.52,49.94,Dispute,2023,11
TRIP_000612,2023-03-07 15:09:39,2023-03-07 15:29:39,Staten Island,Queens,6,7.46,26.04,0.23,26.77,Cash,2023,3
TRIP_000613,2023-09-18 13:01:11,2023-09-18 13:18:11,Manhattan,Staten Island,5,12.21,33.8,3.41,37.71,Credit Card,2023,9
TRIP_000614,2023-11-19 07:44:54,2023-11-19 09:12:54,Manhattan,Staten Island,3,1.11,8.34,0.54,9.38,Credit Card,2023,11
TRIP_000615,2023-03-21 10:45:05,2023-03-21 11:32:05,Brooklyn,Bronx,5,8.68,28.45,1.99,30.94,Cash,2023,3
TRIP_000616,2023-07-27 11:23:18,2023-07-27 11:51:18,Staten Island,Queens,1,11.69,36.05,10.68,47.23,Cash,2023,7
TRIP_000617,2023-03-21 02:12:16,2023-03-21 02:48:16,Staten Island,Bronx,2,23.81,65.97,17.37,83.84,Credit Card,2023,3
TRIP_000618,2023-03-08 17:25:02,2023-03-08 17:39:02,Bronx,Manhattan,2,5.29,18.77,5.52,24.79,Credit Card,2023,3
TRIP_000619,2023-08-13 19:12:07,2023-08-13 20:05:07,Queens,Staten Island,3,5.47,17.73,1.73,19.96,Credit Card,2023,8
TRIP_000620,2023-09-27 22:49:16,2023-09-27 23:49:16,Queens,Bronx,3,6.91,21.86,1.89,24.25,Cash,2023,9
TRIP_000621,2023-01-10 11:06:20,2023-01-10 12:10:20,Manhattan,Brooklyn,6,9.82,30.73,5.76,36.99,No Charge,2023,1
TRIP_000622,2023-03-14 19:55:37,2023-03-14 20:04:37,Bronx,Bronx,5,4.81,14.58,0.12,15.2,Cash,2023,3
TRIP_000623,2023-03-22 10:13:09,2023-03-22 11:23:09,Bronx,Bronx,3,18.07,50.97,5.9,57.37,Credit Card,2023,3
TRIP_000624,2023-12-09 01:42:05,2023-12-09 03:00:05,Staten Island,Brooklyn,5,14.42,39.52,3.96,43.98,Cash,2023,12
TRIP_000625,2023-04-02 17:53:38,2023-04-02 18:27:38,Manhattan,Manhattan,1,6.6,22.35,0.56,23.41,No Charge,2023,4
TRIP_000626,2023-09-28 04:44:05,2023-09-28 05:24:05,Staten Island,Bronx,6,22.82,63.04,9.12,72.66,Credit Card,2023,9
TRIP_000627,2023-06-04 02:52:43,2023-06-04 03:26:43,Brooklyn,Manhattan,6,8.35,23.63,4.87,29.0,Dispute,2023,6
TRIP_000628,2023-07-13 19:00:05,2023-07-13 20:15:05,Queens,Manhattan,5,2.55,9.18,2.16,11.84,Credit Card,2023,7
TRIP_000629,2023-06-16 15:00:32,2023-06-16 15:55:32,Queens,Brooklyn,3,22.41,61.3,10.71,72.51,Dispute,2023,6
TRIP_000630,2023-06-03 08:46:55,2023-06-03 10:07:55,Manhattan,Bronx,2,18.32,50.95,2.62,54.07,Cash,2023,6
TRIP_000631,2023-05-02 16:06:36,2023-05-02 16:09:36,Brooklyn,Manhattan,2,13.49,37.98,2.96,41.44,Dispute,2023,5
TRIP_000632,2023-08-23 21:10:58,2023-08-23 22:34:58,Bronx,Staten Island,5,20.53,55.77,0.53,56.8,Dispute,2023,8
TRIP_000633,2023-06-22 03:36:19,2023-06-22 04:56:19,Bronx,Queens,4,19.34,52.71,2.8,56.01,No Charge,2023,6
TRIP_000634,2023-07-01 00:48:39,2023-07-01 01:32:39,Manhattan,Staten Island,1,16.06,46.46,3.81,50.77,No Charge,2023,7
TRIP_000635,2023-01-30 11:06:58,2023-01-30 11:39:58,Bronx,Bronx,3,1.41,8.4,0.32,9.22,Dispute,2023,1
TRIP_000636,2023-06-10 03:02:46,2023-06-10 04:21:46,Staten Island,Staten Island,1,14.8,43.47,12.1,56.07,Credit Card,2023,6
TRIP_000637,2023-11-07 12:57:46,2023-11-07 13:14:46,Brooklyn,Manhattan,1,9.23,28.06,0.49,29.05,No Charge,2023,11
TRIP_000638,2023-06-25 04:08:29,2023-06-25 05:03:29,Staten Island,Staten Island,3,23.73,62.48,16.22,79.2,Dispute,2023,6
TRIP_000639,2023-12-08 01:11:28,2023-12-08 01:46:28,Staten Island,Staten Island,3,7.76,22.93,5.98,29.41,Dispute,2023,12
TRIP_000640,2023-12-21 23:31:31,2023-12-21 23:36:31,Bronx,Staten Island,4,3.39,15.56,0.98,17.04,Credit Card,2023,12
TRIP_000641,2023-04-04 23:38:05,2023-04-05 00:09:05,Staten Island,Queens,3,13.26,40.29,10.68,51.47,No Charge,2023,4
TRIP_000642,2023-03-03 10:26:13,2023-03-03 11:25:13,Manhattan,Bronx,5,13.1,38.91,0.31,39.72,Cash,2023,3
TRIP_000643,2023-05-17 06:04:27,2023-05-17 06:19:27,Manhattan,Bronx,1,11.96,33.71,8.32,42.53,Dispute,2023,5
TRIP_000644,2023-05-04 12:53:00,2023-05-04 14:02:00,Queens,Queens,3,2.56,12.1,3.16,15.76,No Charge,2023,5
TRIP_000645,2023-07-01 00:34:41,2023-07-01 01:25:41,Manhattan,Bronx,5,20.21,53.76,1.64,55.9,Dispute,2023,7
TRIP_000646,2023-12-21 02:24:47,2023-12-21 02:56:47,Bronx,Staten Island,4,5.8,19.13,0.21,19.84,Cash,2023,12
TRIP_000647,2023-08-01 19:39:04,2023-08-01 20:58:04,Brooklyn,Staten Island,1,4.48,14.79,3.54,18.83,Dispute,2023,8
TRIP_000648,2023-06-29 19:45:04,2023-06-29 20:35:04,Staten Island,Queens,3,23.29,61.48,1.7,63.68,Dispute,2023,6
TRIP_000649,2023-06-30 15:09:00,2023-06-30 16:06:00,Queens,Queens,2,11.32,32.64,6.43,39.57,Credit Card,2023,6
TRIP_000650,2023-10-10 16:24:43,2023-10-10 17:26:43,Staten Island,Queens,4,5.63,20.06,0.72,21.28,Credit Card,2023,10
TRIP_000651,2023-05-30 16:00:48,2023-05-30 17:17:48,Staten Island,Queens,4,13.17,38.82,10.49,49.81,Cash,2023,5
TRIP_000652,2023-10-29 05:52:40,2023-10-29 07:13:40,Staten Island,Queens,3,10.81,33.68,3.41,37.59,Dispute,2023,10
TRIP_000653,2023-11-12 15:43:54,2023-11-12 15:58:54,Brooklyn,Manhattan,1,1.28,6.05,1.62,8.17,Dispute,2023,11
TRIP_000654,2023-11-03 06:13:21,2023-11-03 07:26:21,Manhattan,Queens,1,22.64,59.82,16.28,76.6,No Charge,2023,11
TRIP_000655,2023-08-20 16:24:44,2023-08-20 17:16:44,Brooklyn,Manhattan,5,15.42,43.19,11.78,55.47,Cash,2023,8
TRIP_000656,2023-08-09 02:59:15,2023-08-09 03:03:15,Queens,Manhattan,2,15.64,45.3,1.38,47.18,No Charge,2023,8
TRIP_000657,2023-08-03 16:26:54,2023-08-03 17:36:54,Brooklyn,Brooklyn,3,1.89,9.98,0.47,10.95,Credit Card,2023,8
TRIP_000658,2023-11-26 16:58:40,2023-11-26 17:46:40,Bronx,Bronx,3,21.87,58.14,2.55,61.19,Dispute,2023,11
TRIP_000659,2023-10-02 17:25:56,2023-10-02 18:04:56,Staten Island,Staten Island,6,6.14,21.9,2.07,24.47,Credit Card,2023,10
TRIP_000660,2023-01-29 04:16:16,2023-01-29 05:12:16,Brooklyn,Brooklyn,3,18.05,49.82,14.13,64.45,Cash,2023,1
TRIP_000661,2023-11-06 20:09:01,2023-11-06 21:33:01,Manhattan,Brooklyn,3,5.12,17.15,0.43,18.08,Cash,2023,11
TRIP_000662,2023-06-12 08:18:50,2023-06-12 09:43:50,Brooklyn,Bronx,6,1.49,7.21,1.49,9.2,Dispute,2023,6
TRIP_000663,2023-04-24 04:09:31,2023-04-24 04:13:31,Brooklyn,Staten Island,3,6.83,21.94,0.7,23.14,Dispute,2023,4
TRIP_000664,2023-11-14 12:39:48,2023-11-14 13:34:48,Manhattan,Manhattan,5,3.6,13.77,2.54,16.81,Cash,2023,11
TRIP_000665,2023-04-20 02:38:41,2023-04-20 03:26:41,Brooklyn,Bronx,5,12.41,36.63,3.63,40.76,Credit Card,2023,4
TRIP_000666,2023-05-30 20:48:49,2023-05-30 21:21:49,Brooklyn,Staten Island,3,19.43,52.42,12.82,65.74,Credit Card,2023,5
TRIP_000667,2023-11-26 02:22:09,2023-11-26 02:45:09,Brooklyn,Staten Island,5,20.64,55.07,5.27,60.84,Credit Card,2023,11
TRIP_000668,2023-04-12 20:23:32,2023-04-12 21:45:32,Staten Island,Staten Island,5,17.36,50.56,0.24,51.3,Dispute,2023,4
TRIP_000669,2023-04-05 12:52:55,2023-04-05 14:11:55,Bronx,Brooklyn,2,3.29,15.26,4.07,19.83,Cash,2023,4
TRIP_000670,2023-06-11 07:17:38,2023-06-11 07:43:38,Bronx,Brooklyn,2,11.55,32.71,2.69,35.9,Credit Card,2023,6
TRIP_000671,2023-01-31 22:40:39,2023-01-31 23:31:39,Staten Island,Staten Island,5,15.61,42.63,12.79,55.92,Cash,2023,1
TRIP_000672,2023-09-02 13:03:22,2023-09-02 13:47:22,Brooklyn,Brooklyn,5,13.04,38.74,1.45,40.69,Dispute,2023,9
TRIP_000673,2023-04-29 19:10:43,2023-04-29 20:37:43,Brooklyn,Manhattan,3,5.5,16.27,0.39,17.16,Credit Card,2023,4
TRIP_000674,2023-04-18 23:03:15,2023-04-18 23:54:15,Staten Island,Brooklyn,4,19.03,50.09,12.97,63.56,Cash,2023,4
TRIP_000675,2023-10-07 00:53:55,2023-10-07 01:44:55,Staten Island,Bronx,4,9.42,28.76,7.66,36.92,Cash,2023,10
TRIP_000676,2023-03-11 11:33:39,2023-03-11 11:44:39,Staten Island,Staten Island,5,21.82,58.59,0.04,59.13,Cash,2023,3
TRIP_000677,2023-01-08 06:06:08,2023-01-08 06:10:08,Manhattan,Manhattan,5,8.52,25.84,7.1,33.44,No Charge,2023,1
TRIP_000678,2023-04-12 20:48:21,2023-04-12 21:44:21,Bronx,Brooklyn,3,16.85,46.06,0.96,47.52,Credit Card,2023,4
TRIP_000679,2023-04-02 22:07:05,2023-04-02 23:30:05,Queens,Bronx,5,11.69,32.18,7.73,40.41,Credit Card,2023,4
TRIP_000680,2023-11-23 02:08:17,2023-11-23 03:24:17,Brooklyn,Queens,1,6.83,20.76,5.97,27.23,Dispute,2023,11
TRIP_000681,2023-02-23 00:49:50,2023-02-23 01:10:50,Queens,Manhattan,6,8.86,26.76,1.15,28.41,Dispute,2023,2
TRIP_000682,2023-04-15 21:32:55,2023-04-15 22:04:55,Manhattan,Queens,2,17.46,46.5,8.42,55.42,Dispute,2023,4
TRIP_000683,2023-03-26 10:37:01,2023-03-26 11:07:01,Brooklyn,Bronx,3,19.82,54.06,15.08,69.64,Dispute,2023,3
TRIP_000684,2023-09-06 11:26:03,2023-09-06 11:50:03,Queens,Queens,5,22.27,61.68,1.8,63.98,Dispute,2023,9
TRIP_000685,2023-02-23 20:24:03,2023-02-23 20:57:03,Brooklyn,Queens,4,10.43,31.66,4.05,36.21,Dispute,2023,2
TRIP_000686,2023-01-22 05:45:03,2023-01-22 05:53:03,Staten Island,Brooklyn,1,22.88,59.98,12.67,73.15,Cash,2023,1
TRIP_000687,2023-01-06 12:52:17,2023-01-06 14:01:17,Brooklyn,Brooklyn,2,9.64,27.62,7.33,35.45,No Charge,2023,1
TRIP_000688,2023-12-27 02:13:19,2023-12-27 02:17:19,Manhattan,Queens,4,6.27,22.28,3.33,26.11,Credit Card,2023,12
TRIP_000689,2023-07-14 12:29:38,2023-07-14 12:44:38,Staten Island,Staten Island,1,5.4,17.14,0.26,17.9,No Charge,2023,7
TRIP_000690,2023-05-31 18:39:23,2023-05-31 19:17:23,Manhattan,Staten Island,6,7.29,25.49,6.53,32.52,No Charge,2023,5
TRIP_000691,2023-07-14 04:52:51,2023-07-14 05:23:51,Manhattan,Staten Island,2,10.83,31.84,5.73,38.07,No Charge,2023,7
TRIP_000692,2023-12-15 13:05:10,2023-12-15 13:54:10,Brooklyn,Bronx,6,20.19,52.98,13.68,67.16,Dispute,2023,12
TRIP_000693,2023-09-11 17:36:45,2023-09-11 18:51:45,Queens,Manhattan,5,22.35,61.72,11.96,74.18,No Charge,2023,9
TRIP_000694,2023-04-03 13:37:11,2023-04-03 14:53:11,Staten Island,Brooklyn,5,18.16,49.25,1.71,51.46,No Charge,2023,4
TRIP_000695,2023-04-20 10:28:46,2023-04-20 10:34:46,Manhattan,Brooklyn,4,15.31,42.63,12.16,55.29,Dispute,2023,4
TRIP_000696,2023-05-31 03:36:12,2023-05-31 04:00:12,Manhattan,Bronx,6,23.12,61.88,13.08,75.46,Cash,2023,5
TRIP_000697,2023-09-21 11:01:21,2023-09-21 11:10:21,Staten Island,Bronx,1,20.36,57.13,0.48,58.11,Credit Card,2023,9
TRIP_000698,2023-12-22 00:41:05,2023-12-22 01:53:05,Manhattan,Bronx,6,14.18,40.19,3.24,43.93,No Charge,2023,12
TRIP_000699,2023-10-17 23:54:08,2023-10-18 00:23:08,Brooklyn,Queens,4,11.22,34.19,0.38,35.07,No Charge,2023,10
TRIP_000700,2023-11-06 02:38:16,2023-11-06 03:10:16,Queens,Queens,5,6.63,22.24,2.67,25.41,Dispute,2023,11
TRIP_000701,2023-05-03 04:33:18,2023-05-03 04:46:18,Bronx,Brooklyn,3,8.08,26.03,0.54,27.07,Cash,2023,5
TRIP_000702,2023-12-07 05:03:50,2023-12-07 05:22:50,Manhattan,Brooklyn,3,10.27,33.15,0.93,34.58,Credit Card,2023,12
TRIP_000703,2023-12-06 17:36:48,2023-12-06 18:54:48,Queens,Staten Island,5,8.91,27.01,0.05,27.56,Dispute,2023,12
TRIP_000704,2023-05-27 12:42:15,2023-05-27 14:11:15,Staten Island,Staten Island,4,8.04,24.94,3.55,28.99,No Charge,2023,5
TRIP_000705,2023-09-26 01:30:24,2023-09-26 01:41:24,Bronx,Manhattan,3,6.55,23.17,0.99,24.66,Credit Card,2023,9
TRIP_000706,2023-11-26 01:29:36,2023-11-26 01:50:36,Brooklyn,Bronx,4,9.19,28.18,2.53,31.21,Dispute,2023,11
TRIP_000707,2023-10-06 22:30:45,2023-10-06 23:09:45,Bronx,Queens,5,8.1,24.01,4.32,28.83,Cash,2023,10
TRIP_000708,2023-03-13 19:55:49,2023-03-13 20:44:49,Staten Island,Staten Island,6,24.98,65.36,6.77,72.63,No Charge,2023,3
TRIP_000709,2023-04-05 11:17:31,2023-04-05 12:33:31,Brooklyn,Staten Island,6,7.27,25.04,6.68,32.22,Dispute,2023,4
TRIP_000710,2023-01-25 00:29:57,2023-01-25 01:00:57,Queens,Bronx,6,15.57,44.46,0.58,45.54,Cash,2023,1
TRIP_000711,2023-04-02 15:12:26,2023-04-02 15:38:26,Bronx,Manhattan,2,1.57,7.03,1.82,9.35,No Charge,2023,4
TRIP_000712,2023-10-24 09:07:03,2023-10-24 10:18:03,Queens,Manhattan,4,4.65,18.86,0.66,20.02,No Charge,2023,10
TRIP_000713,2023-07-19 17:46:51,2023-07-19 19:05:51,Staten Island,Manhattan,6,4.21,17.87,5.13,23.5,No Charge,2023,7
TRIP_000714,2023-12-07 11:07:28,2023-12-07 11:25:28,Queens,Manhattan,4,10.93,31.7,5.51,37.71,Credit Card,2023,12
TRIP_000715,2023-06-17 19:16:24,2023-06-17 20:02:24,Queens,Bronx,3,11.0,34.03,4.2,38.73,Cash,2023,6
TRIP_000716,2023-05-26 08:37:22,2023-05-26 09:49:22,Queens,Queens,6,12.31,34.8,10.03,45.33,Credit Card,2023,5
TRIP_000717,2023-10-11 03:31:39,2023-10-11 04:28:39,Staten Island,Queens,4,9.41,26.39,4.13,31.02,No Charge,2023,10
TRIP_000718,2023-10-03 04:48:09,2023-10-03 05:42:09,Manhattan,Manhattan,1,10.48,29.09,6.87,36.46,No Charge,2023,10
TRIP_000719,2023-01-20 03:45:20,2023-01-20 04:53:20,Queens,Queens,3,22.59,63.43,6.46,70.39,No Charge,2023,1
TRIP_000720,2023-09-05 17:20:44,2023-09-05 17:42:44,Bronx,Staten Island,1,7.8,25.77,4.34,30.61,No Charge,2023,9
TRIP_000721,2023-01-13 02:19:14,2023-01-13 02:57:14,Queens,Bronx,2,6.19,21.44,5.64,27.58,Dispute,2023,1
TRIP_000722,2023-09-07 12:34:18,2023-09-07 13:21:18,Bronx,Staten Island,2,8.85,28.8,6.0,35.3,Cash,2023,9
TRIP_000723,2023-11-24 16:52:25,2023-11-24 17:46:25,Manhattan,Queens,2,13.93,37.71,2.03,40.24,Cash,2023,11
TRIP_000724,2023-10-12 22:04:40,2023-10-12 23:25:40,Staten Island,Staten Island,3,13.44,38.84,10.42,49.76,Dispute,2023,10
TRIP_000725,2023-03-27 02:18:51,2023-03-27 02:39:51,Brooklyn,Bronx,4,10.8,32.16,8.63,41.29,Credit Card,2023,3
TRIP_000726,2023-03-29 05:13:27,2023-03-29 06:07:27,Brooklyn,Bronx,3,20.82,57.18,1.81,59.49,Dispute,2023,3
TRIP_000727,2023-10-17 18:39:53,2023-10-17 19:21:53,Staten Island,Queens,2,4.4,15.17,3.31,18.98,Cash,2023,10
TRIP_000728,2023-06-30 23:12:55,2023-06-30 23:28:55,Brooklyn,Queens,3,8.54,27.04,7.23,34.77,No Charge,2023,6
TRIP_000729,2023-07-29 15:49:42,2023-07-29 16:59:42,Bronx,Staten Island,5,3.46,15.55,3.45,19.5,Credit Card,2023,7
TRIP_000730,2023-08-09 01:18:13,2023-08-09 02:09:13,Queens,Bronx,6,21.51,60.68,10.24,71.42,No Charge,2023,8
TRIP_000731,2023-07-17 07:27:17,2023-07-17 08:43:17,Manhattan,Staten Island,4,10.45,29.83,7.29,37.62,Cash,2023,7
TRIP_000732,2023-05-17 06:04:58,2023-05-17 07:07:58,Staten Island,Manhattan,3,7.94,23.44,3.48,27.42,Cash,2023,5
TRIP_000733,2023-09-16 19:32:37,2023-09-16 19:43:37,Staten Island,Brooklyn,4,23.42,65.28,0.15,65.93,Cash,2023,9
TRIP_000734,2023-07-21 11:20:40,2023-07-21 12:33:40,Manhattan,Bronx,3,21.46,58.23,1.03,59.76,Cash,2023,7
TRIP_000735,2023-05-19 16:06:06,2023-05-19 16:18:06,Staten Island,Staten Island,5,6.07,18.53,3.87,22.9,Cash,2023,5
TRIP_000736,2023-01-04 15:22:41,2023-01-04 15:52:41,Staten Island,Bronx,6,11.63,32.96,7.34,40.8,Dispute,2023,1
TRIP_000737,2023-06-08 03:12:15,2023-06-08 03:41:15,Staten Island,Bronx,1,20.6,58.43,1.09,60.02,No Charge,2023,6
TRIP_000738,2023-04-16 23:55:26,2023-04-17 00:05:26,Bronx,Queens,2,6.86,23.42,1.23,25.15,Cash,2023,4
TRIP_000739,2023-04-18 05:10:45,2023-04-18 06:10:45,Manhattan,Bronx,6,2.17,11.7,0.96,13.16,Credit Card,2023,4
TRIP_000740,2023-12-28 04:17:41,2023-12-28 04:35:41,Bronx,Manhattan,2,4.22,17.99,0.45,18.94,Credit Card,2023,12
TRIP_000741,2023-10-25 19:00:18,2023-10-25 19:08:18,Queens,Bronx,1,7.57,24.83,3.14,28.47,No Charge,2023,10
TRIP_000742,2023-05-06 00:18:11,2023-05-06 01:09:11,Staten Island,Manhattan,1,8.81,29.38,6.12,36.0,Cash,2023,5
TRIP_000743,2023-12-23 09:17:22,2023-12-23 10:02:22,Manhattan,Queens,6,14.96,42.95,10.77,54.22,Credit Card,2023,12
TRIP_000744,2023-10-06 16:55:10,2023-10-06 17:38:10,Bronx,Bronx,2,5.72,18.33,0.32,19.15,Dispute,2023,10
TRIP_000745,2023-09-11 05:35:50,2023-09-11 06:25:50,Brooklyn,Staten Island,1,2.93,10.12,2.88,13.5,Credit Card,2023,9
TRIP_000746,2023-04-01 17:10:21,2023-04-01 17:25:21,Queens,Manhattan,4,11.37,35.08,0.9,36.48,Dispute,2023,4
TRIP_000747,2023-08-14 06:01:01,2023-08-14 07:23:01,Brooklyn,Brooklyn,2,12.18,33.78,3.67,37.95,No Charge,2023,8
TRIP_000748,2023-06-03 00:20:30,2023-06-03 01:38:30,Queens,Manhattan,6,9.4,27.52,8.1,36.12,Dispute,2023,6
TRIP_000749,2023-01-03 11:19:29,2023-01-03 12:04:29,Bronx,Brooklyn,2,17.86,51.21,7.28,58.99,Cash,2023,1
TRIP_000750,2023-08-25 08:09:16,2023-08-25 08:25:16,Staten Island,Bronx,6,7.32,24.27,3.96,28.73,No Charge,2023,8
TRIP_000751,2023-01-01 00:09:38,2023-01-01 01:06:38,Staten Island,Bronx,4,13.57,37.52,3.61,41.63,Credit Card,2023,1
TRIP_000752,2023-05-27 02:39:08,2023-05-27 03:00:08,Queens,Queens,3,21.53,61.3,12.83,74.63,No Charge,2023,5
TRIP_000753,2023-02-14 11:24:51,2023-02-14 11:59:51,Staten Island,Manhattan,5,17.03,46.99,4.3,51.79,Dispute,2023,2
TRIP_000754,2023-09-02 11:05:24,2023-09-02 12:06:24,Queens,Staten Island,5,7.69,21.83,3.33,25.66,Cash,2023,9
TRIP_000755,2023-02-25 04:44:30,2023-02-25 05:01:30,Staten Island,Manhattan,3,23.8,66.79,2.24,69.53,No Charge,2023,2
TRIP_000756,2023-07-06 12:21:47,2023-07-06 12:54:47,Staten Island,Staten Island,6,16.03,45.83,0.15,46.48,No Charge,2023,7
TRIP_000757,2023-11-20 05:53:15,2023-11-20 07:12:15,Manhattan,Queens,3,11.08,32.88,6.46,39.84,Credit Card,2023,11
TRIP_000758,2023-03-20 05:53:55,2023-03-20 06:20:55,Staten Island,Brooklyn,1,15.33,44.49,3.7,48.69,Dispute,2023,3
